hip_number,in_out_status,foaling_year,horse_name,color,sex,foaling_date,sire_name,dam_name,sort_dam,dam_sire,property_line_1,property_line_2,consignor_sort,foaling_area,barn_number,buyer_name,hammer_price,post_sale_indicator,outdate,ut_time,ut_distance,ut_actual_date,ut_group,ut_set,pp_pdf_link
1057,I,2022,,CH,F,01/27/2022,Daredevil,C. C. Zipp,170,City Zip,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XXXIV",,Wavertree Stables,KY,5,"Peter Miller, Agent",67000,,,10.1," 1/8",04/14/2024,2,74,
1058,O,2022,,CH,F,02/17/2022,Authentic,Champagne Humor,171,Distorted Humor,"Gene Recio, Agent XV",,Gene Recio,KY,17,OUT,,,04/08/2024,,,,,,
1059,I,2022,,B,C,03/12/2022,Tom's d'Etat,Change of Custody,172,Will Take Charge,"Halcyon Hammock Farm, Agent",,Halcyon Hammock Farm,KY,2,"Ad Hoc Stable, Inc.",50000,,,10.1," 1/8",04/14/2024,1,25,
1060,I,2022,,B,C,02/14/2022,Omaha Beach,Channel Princess,173,English Channel,"Six K's Training & Sales LLC, Agent IV",,Six K's Training & Sales LLC,KY,20,J Carole Star Stables,15000,,,10.3," 1/8",04/14/2024,3,116,
1061,I,2022,,GR/RO,F,04/16/2022,Unified,Chantess,174,Unbridled's Song,"Julie Davies LLC, Agent XXVII",,Julie Davies LLC,KY,7,RNA,-42000,,,10.1," 1/8",04/14/2024,2,100,
1062,O,2022,,DB/BR,F,05/19/2022,More Than Ready,Charade,175,Malibu Moon,A. G. Sales,,A. G. Sales,FL,14,OUT,,,04/19/2024,,,,,,
1063,I,2022,,B,C,04/30/2022,Higher Power,Chardonnay Sherry,176,Artie Schiller,"Hernandez Stables Inc., Agent",,Hernandez Stables Inc.,KY,E,Don Wehby,20000,,,10.2," 1/8",04/14/2024,3,123,
1064,I,2022,,DB/BR,C,03/29/2022,Nyquist,Charlatana,177,Harlan's Holiday,GOP Racing Stable Corp.,,GOP Racing Stable Corp.,KY,16,"Donato Lanni, Agent for Zedan Racing Stable",525000,,,10.0," 1/8",04/14/2024,2,72,
1065,I,2022,,B,C,02/25/2022,War of Will,Chastise,178,Blame,"Cortez Racing & Sales, Agent I",,Cortez Racing & Sales,KY,16,Jeff Kresnak,100000,,,21.1," 1/4",04/14/2024,1,20,
1066,I,2022,,DB/BR,F,03/27/2022,Bolt d'Oro,Chateau Hope,179,Pioneerof the Nile,Oak Creek Thoroughbreds,,Oak Creek Thoroughbreds,KY,B,Frank Fletcher Racing Operations. BSW Crow Agt,290000,,,10.1," 1/8",04/14/2024,1,34,
1067,I,2022,,CH,C,03/29/2022,Liam's Map,Ch Ch Cherry Bomb,180,Not For Love,"Cary Frommer LLC, Agent II",,Cary Frommer LLC,KY,9,"Jeffrey Bloom, Agent",115000,Y,,10.1," 1/8",04/14/2024,1,43,
1068,I,2022,,B,F,05/05/2022,Bolt d'Oro,Cherry Point,181,Point Given,"Cortez Racing & Sales, Agent IV",,Cortez Racing & Sales,KY,16,MSB Bloodstock,40000,,,10.1," 1/8",04/14/2024,3,128,
1069,I,2022,Time to Rock On,B,C,04/23/2022,Practical Joke,Chestnut Street,182,Scat Daddy,"Majestic, Agent X",,Majestic,KY,13,Calumet Farm,140000,,,10.0," 1/8",04/14/2024,2,77,
1070,O,2022,,DB/BR,C,05/15/2022,McKinzie,Chic,183,Orb,Kaden Clary,,Kaden Clary,KY,D,OUT,,,04/17/2024,,,,,,
1071,I,2022,,DB/BR,C,05/14/2022,Cairo Prince,Chicalelee,184,Cherokee Run,"Navas Equine, Agent III",,Navas Equine,KY,15,Gary Ellebracht,12000,,,11.0," 1/8",04/14/2024,3,138,
1072,O,2022,Lady Spun,CH,F,02/18/2022,Hard Spun,Chifa,185,Orientate,"James Layden, Agent I",,James Layden,KY,9,OUT,,,04/19/2024,,,,,,
1073,I,2022,,B,F,03/15/2022,Bolt d'Oro,Cho Has Zip,186,City Zip,"Tom McCrocklin, Agent VII",,Tom McCrocklin,KY,18,Duncan Stable,22000,,,21.2," 1/4",04/14/2024,1,27,
1074,O,2022,,DB/BR,C,03/03/2022,Nyquist,Choi,187,Bernardini,"Niall Brennan Stables, Agent XXVII",,Niall Brennan Stables,KY,8,OUT,,,04/16/2024,,,,,,
1075,I,2022,,B,F,03/12/2022,Practical Joke,Choir,188,Pulpit,"Niall Brennan Stables, Agent III",,Niall Brennan Stables,KY,8,30 Year Farm LLC,700000,,,10.0," 1/8",04/14/2024,1,5,
1076,I,2022,,B,C,03/22/2022,Caravaggio,Choreograph,189,Dynaformer,"Harris Training Center LLC, Agent II",,Harris Training Center LLC,KY,13,Suliman Bloodstock,25000,,,10.2," 1/8",04/14/2024,3,133,
1077,I,2022,,B,F,05/25/2022,Speightstown,Cinderella Time,190,Stephen Got Even,"Grade One Investments LLC, Agent III",,Grade One Investments LLC,NY,14,RNA,-20000,,,10.2," 1/8",04/14/2024,3,126,
1078,O,2022,,B,F,05/07/2022,Hard Spun,Circle of Rossetti,191,Bernardini,"JVC Training and Sales, Agent",,JVC Training and Sales,KY,16,OUT,,,04/18/2024,,,,,,
1079,I,2022,Sea Quest,CH,F,02/10/2022,Lone Sailor,City Gone Wild,192,City Zip,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,LA,J,Road Trip Racing Inc.,15000,Y,,10.2," 1/8",04/14/2024,2,78,
1080,I,2022,,DB/BR,F,04/10/2022,Mor Spirit,City Run,193,Cherokee Run,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,LA,J,"K.O.I.D. Co., Ltd.",40000,,,10.0," 1/8",04/14/2024,1,40,
1081,I,2022,,B,F,05/06/2022,Tiz the Law,City Sister,194,Carson City,"Hoppel LLC, Agent VIII",,Hoppel LLC,KY,7,"Ben McElroy, Agent",200000,,,20.3," 1/4",04/14/2024,1,19,
1082,O,2022,,DB/BR,C,03/02/2022,Maclean's Music,Class Apart,195,War Front,"Randy Miles, Agent V",,Randy Miles,KY,19,OUT,,,04/13/2024,,,,,,
1083,I,2022,,B,F,03/18/2022,Maximus Mischief,Classe Signora,196,Bernstein,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,PA,J,"Taproot for DeSales 85, LLC",75000,,,10.0," 1/8",04/14/2024,1,3,
1084,I,2022,,CH,F,03/13/2022,Omaha Beach,Classic Joy,197,Kitten's Joy,"Whitman Sales LLC, Agent IV",,Whitman Sales LLC,KY,16,David L. Neilson,26000,,,10.1," 1/8",04/14/2024,3,111,
1085,O,2022,,DB/BR,F,04/30/2022,Street Sense,Clear the Clouds,198,Ghostzapper,"Mayberry Farm, Agent III",,Mayberry Farm,KY,B,OUT,,,04/18/2024,,,,,,
1086,O,2022,,B,F,03/12/2022,War Front,Coexistence,199,Violence,"Ocala Stud, Agent",,Ocala Stud,KY,4,OUT,,,04/19/2024,,,,,,
1087,I,2022,,B,C,04/26/2022,Violence,Colby Cakes,200,Scat Daddy,"Britton Peak, Agent",,Britton Peak,KY,19,RNA,-60000,,,10.1," 1/8",04/14/2024,3,134,
1088,I,2022,,B,F,04/16/2022,Maximum Security,Cold Forest,201,Forestry,"Silvestre Chavez Thoroughbreds, Agent V",,Silvestre Chavez Thoroughbreds,FL,17,"Dan Preiss, Agent for Schuyler Condon",19000,Y,,10.2," 1/8",04/14/2024,1,52,
1089,O,2022,,DB/BR,F,02/13/2022,War of Will,Colina Verde (BRZ),202,Know Heights (IRE),"Really and Truly Thoroughbreds, Agent VI",,Really and Truly Thoroughbreds,KY,20,OUT,,,04/19/2024,,,,,,
1090,I,2022,,B,C,04/10/2022,Complexity,Colonel Dettwiller,203,Colonel John,"Fabian Sales LLC, Agent II",,Fabian Sales LLC,KY,D,RNA,-27000,,,10.1," 1/8",04/14/2024,1,49,
1091,I,2022,,B,C,04/20/2022,Street Sense,Comedia,204,Smart Strike,"Golden Rock Thoroughbreds, Agent II",,Golden Rock Thoroughbreds,KY,14,Jeff Plotkin,15000,,,10.3," 1/8",04/14/2024,3,135,
1092,O,2022,,B,F,03/12/2022,McKinzie,Comic City,205,City Zip,"Randy Miles, Agent VII",,Randy Miles,NY,19,OUT,,,04/13/2024,,,,,,
1093,I,2022,,B,C,02/01/2022,Not This Time,Completed,206,Verrazano,"de Meric Sales, Agent XXXVII",,de Meric Sales,FL,12,"Emerald Sales, Agent",450000,,,10.0," 1/8",04/14/2024,1,4,
1094,O,2022,,GR/RO,C,02/21/2022,The Factor,Complex Analysis,207,Distorted Humor,"White Lilac (Katie Miranda), Agent II",,White Lilac (Katie Miranda),KY,17,OUT,,,04/14/2024,,,,,,
1095,I,2022,,CH,C,05/04/2022,Munnings,Conchita,208,Cozzene,"Tom McCrocklin, Agent XXVI",,Tom McCrocklin,KY,18,C.H.P.R.,22000,,,21.1," 1/4",04/14/2024,2,62,
1096,I,2022,,B,F,05/20/2022,Improbable,Confirmation Bias,209,Orb,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,KY,J,Michael Lerman,15000,,,10.3," 1/8",04/14/2024,3,142,
1097,I,2022,,CH,F,03/06/2022,Flameaway,Conquest Inatwirl,210,Twirling Candy,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,VA,J,Debbie Easter,50000,,,10.1," 1/8",04/14/2024,2,57,
1098,O,2022,,GR/RO,C,02/13/2022,Twirling Candy,Conquest Serenade,211,Unbridled's Song,"Wavertree Stables, Inc. (Ciaran Dunne), Agent X",,Wavertree Stables,KY,5,OUT,,,04/19/2024,,,,,,
1099,O,2022,,DB/BR,C,03/25/2022,Tiz the Law,Conquest Strate Up,212,Not Bourbon,"All Dreams Equine, Agent I",,All Dreams Equine,KY,20,OUT,,,03/27/2024,,,,,,
1100,I,2022,,CH,F,05/09/2022,Ghostzapper,Consulting,213,Maclean's Music,"Eddie Woods, Agent VIII",,Eddie Woods,CA,11,"George Papaprodromou, Agent",325000,,,10.0," 1/8",04/14/2024,1,14,
1101,I,2022,,DB/BR,F,04/01/2022,McKinzie,Cool and Stormy,215,Stormy Atlantic,"Ocala Stud, Agent",,Ocala Stud,KY,4,William Grainger,30000,,,21.3," 1/4",04/14/2024,3,140,
1102,O,2022,,DB/BR,C,03/17/2022,Win Win Win,Cool Munnings,214,Munnings,"Tom McCrocklin, Agent VIII",,Tom McCrocklin,FL,18,OUT,,,04/14/2024,,,,,,
1103,I,2022,,DB/BR,C,03/31/2022,Munnings,Copper Bay,216,Fast Anna,RiceHorse Stable (Brandon & Ali Rice),,RiceHorse Stable (Brandon & Ali Rice),KY,6,RNA,-17000,,,10.2," 1/8",04/14/2024,2,86,
1104,I,2022,,DB/BR,C,02/24/2022,Volatile,Coral Way,217,Smoke Glacken,Orlyana Farm,,Orlyana Farm,KY,20,III Beauty's Thoroughbreds LLC,50000,,,10.0," 1/8",04/14/2024,2,88,
1105,O,2022,,B,C,02/03/2022,Uncle Mo,Corderosa,218,Aldebaran,"Top Line Sales LLC, Agent XXXIV",,Top Line Sales LLC,KY,1,OUT,,,04/18/2024,,,,,,
1106,O,2022,,CH,F,03/13/2022,Echo Town,Country Cafe,219,Lion Heart,"Paul Sharp, Agent II",,Paul Sharp,KY,C,OUT,,,04/19/2024,,,,,,
1107,O,2022,,B,F,05/03/2022,Instagrand,Coup de Main,220,City Zip,"Wavertree Stables, Inc. (Ciaran Dunne), Agent II",,Wavertree Stables,KY,5,OUT,,,04/19/2024,,,,,,
1108,O,2022,,B,C,05/09/2022,Twirling Candy,Court Dress,221,Speightstown,"Niall Brennan Stables, Agent VIII",,Niall Brennan Stables,NY,8,OUT,,,04/19/2024,,,,,,
1109,I,2022,,GR/RO,C,02/02/2022,Liam's Map,Cousin Newyork Fay,222,Bluegrass Cat,"Pick View LLC, Agent III",,Pick View LLC,KY,G,T B Bloodstock,150000,,,9.4," 1/8",04/14/2024,3,125,
1110,O,2022,,B,F,04/29/2022,Flameaway,Coy,223,Elusive Quality,"Top Line Sales LLC, Agent XXVII",,Top Line Sales LLC,KY,1,OUT,,,04/14/2024,,,,,,
1111,I,2022,,GR/RO,F,04/20/2022,Liam's Map,Create a Star,224,Creative Cause,"S B M Training and Sales, Agent I",,S B M Training and Sales,KY,2,Seri Reddy,32000,,,10.1," 1/8",04/14/2024,1,42,
1112,I,2022,,B,C,04/30/2022,War of Will,Crown It,225,Tapit,"Golden Rock Thoroughbreds, Agent VIII",,Golden Rock Thoroughbreds,KY,14,RNA,-42000,,,10.3," 1/8",04/14/2024,2,83,
1113,I,2022,,DB/BR,C,04/05/2022,Uncle Mo,Cry and Catch Me,226,Street Cry (IRE),Hartley / DeRenzo Thoroughbreds LLC,,Hartley / DeRenzo Thoroughbreds LLC,KY,5,Rohan Crichton,410000,,,10.1," 1/8",04/14/2024,2,63,
1114,O,2022,,CH,F,05/01/2022,Gun Runner,Curlin's Daughter,227,Curlin,"Niall Brennan Stables, Agent XXVI",,Niall Brennan Stables,KY,8,OUT,,,04/19/2024,,,,,,
1115,O,2022,,DB/BR,F,04/05/2022,Thousand Words,Cut Class Trip,228,Trippi,"Julie Davies LLC, Agent VI",,Julie Davies LLC,LA,7,OUT,,,04/13/2024,,,,,,
1116,O,2022,,GR/RO,C,03/05/2022,Frosted,Cypriana,229,Bodemeister,G. A. Thoroughbred Sales,,G. A. Thoroughbred Sales,KY,16,OUT,,,04/13/2024,,,,,,
1117,I,2022,,GR/RO,C,05/17/2022,Tapwrit,Dadlani,230,Niagara Causeway,"Omar Ramirez Bloodstock, Agent XI",,Omar Ramirez Bloodstock,KY,17,"Eric Foster, Agent",150000,,,20.3," 1/4",04/14/2024,2,73,
1118,I,2022,,CH,C,04/08/2022,Vekoma,Dad'ssilverpitcher,231,Giant's Causeway,"Cary Frommer LLC, Agent II",,Cary Frommer LLC,KY,9,Mark Stanley,130000,Y,,10.0," 1/8",04/14/2024,3,114,
1119,O,2022,,DB/BR,F,04/01/2022,Always Dreaming,Dahteste,232,Majestic Warrior,Fast Horses,,Fast Horses,PA,D,OUT,,,04/19/2024,,,,,,
1120,I,2022,,B,C,03/10/2022,Authentic,Dakota Queen,233,War Front,"Golden Rock Thoroughbreds, Agent VIII",,Golden Rock Thoroughbreds,KY,14,Thomas and Mitchell Bloodstock,125000,,,21.1," 1/4",04/14/2024,2,61,
1121,O,2022,,B,F,01/08/2022,Medaglia d'Oro,Dakota Wind,234,Tiznow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XI",,Wavertree Stables,KY,5,OUT,,,04/19/2024,,,,,,
1122,I,2022,,B,F,01/31/2022,Uncle Mo,Dana My Love,235,City Zip,"Pick View LLC, Agent VII",,Pick View LLC,KY,G,RNA,-65000,,,9.4," 1/8",04/14/2024,1,33,
1123,O,2022,,B,C,03/03/2022,Global Campaign,Dance Studio,236,Bertrando,Oak Creek Thoroughbreds,,Oak Creek Thoroughbreds,KY,B,OUT,,,04/16/2024,,,,,,
1124,O,2022,Lookin Like Lucky,B,C,02/14/2022,Lookin At Lucky,Dance With Doves,237,A.P. Indy,"Niall Brennan Stables, Agent XIV",,Niall Brennan Stables,KY,8,OUT,,,04/01/2024,,,,,,
1125,O,2022,,B,C,01/31/2022,Solomini,Dancing Onthemoon,238,Malibu Moon,"Top Line Sales LLC, Agent XLVIII",,Top Line Sales LLC,NY,1,OUT,,,04/14/2024,,,,,,
1126,I,2022,,B,C,04/24/2022,Candy Ride (ARG),Dancing to Town,239,Speightstown,"Harris Training Center LLC, Agent II",,Harris Training Center LLC,KY,13,RNA,-70000,,,21.4," 1/4",04/14/2024,2,91,
1127,I,2022,,B,F,01/24/2022,Connect,Danessa Again,240,Blame,"Hidden Brook, Agent IV",,Hidden Brook,KY,6,"K.O.I.D. Co., Ltd.",75000,,,21.1," 1/4",04/14/2024,2,71,
1128,O,2022,,CH,C,03/20/2022,Distorted Humor,Danessa Deluxe,241,Summer Bird,"Caliente Thoroughbreds, Agent",,Caliente Thoroughbreds,KY,E,OUT,,,04/01/2024,,,,,,
1129,I,2022,,CH,F,02/16/2022,Kantharos,Dark Artist,242,Paynter,"Golden Rock Thoroughbreds, Agent VI",,Golden Rock Thoroughbreds,KY,14,Carole Star Stables,10000,Y,,10.2," 1/8",04/14/2024,2,104,
1130,I,2022,,B,F,04/28/2022,Temple City,Dark Channel,243,English Channel,"Big Easy, Agent",,Big Easy,KY,H,Richard Benton,20000,,,10.2," 1/8",04/14/2024,1,50,
1131,I,2022,,B,C,04/27/2022,Khozan,Dark Farewell,244,Adios Charlie,"Cary Frommer LLC, Agent III",,Cary Frommer LLC,KY,9,RNA,-13000,,,10.0," 1/8",04/14/2024,3,141,
1132,I,2022,,B,F,03/22/2022,City of Light,Darlin'issues,245,Sky Mesa,"Navas Equine, Agent V",,Navas Equine,FL,15,Michael Kares & S. O. K. Racing,60000,Y,,10.1," 1/8",04/14/2024,1,16,
1133,I,2022,Data Analyst,B,F,03/18/2022,Complexity,Data Analytics,246,Into Mischief,"JVC Training and Sales, Agent",,JVC Training and Sales,KY,16,"Ital-Cal Horse Mgt, Inc. Agent for Luigi Colasanti",29000,Y,,21.2," 1/4",04/14/2024,1,22,
1134,I,2022,,B,C,02/13/2022,Flameaway,Dawdle,247,Oxbow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XII",,Wavertree Stables,KY,5,"Brooke Hubbard, Agent",130000,Y,,10.1," 1/8",04/14/2024,2,87,
1135,I,2022,,B,C,04/09/2022,Honor A. P.,Dazzle,248,Twirling Candy,"Top Line Sales LLC, Agent XXV",,Top Line Sales LLC,KY,1,Reeves Thoroughbred Racing,260000,,,9.4," 1/8",04/14/2024,1,1,
1136,O,2022,,B,C,06/29/2022,Authentic,D'cats Meow,249,D'wildcat,"Cesar Loya Training & Sales, Agent I",,Cesar Loya Training & Sales,KY,1,OUT,,,04/19/2024,,,,,,
1137,O,2022,,CH,C,05/09/2022,Vino Rosso,Deanaallen'skitten,250,Kitten's Joy,"Flying Fish, Agent I",,Flying Fish,KY,19,OUT,,,04/01/2024,,,,,,
1138,I,2022,,CH,C,02/13/2022,Audible,Debutante Dreamer,251,Proud Citizen,"Tom McCrocklin, Agent IX",,Tom McCrocklin,TX,18,MSB Bloodstock,12000,,,21.2," 1/4",04/14/2024,2,84,
1139,O,2022,Copper Tap,DB/BR,C,03/15/2022,Copper Bullet,Declarative,252,Declaration of War,"Grassroots Training & Sales LLC, Agent",,Grassroots Training & Sales LLC,KY,J,OUT,,,04/17/2024,,,,,,
1140,O,2022,,B,C,02/27/2022,Paynter,Deep in December,253,The Daddy,"Tom McCrocklin, Agent X",,Tom McCrocklin,IN,18,OUT,,,04/08/2024,,,,,,
1141,O,2022,,B,F,02/01/2022,Persian King (IRE),Desert Lantern,254,More Than Ready,"Eddie Woods, Agent XXV",,Eddie Woods,IRE,11,OUT,,,04/01/2024,,,,,,
1142,I,2022,,B,F,01/17/2022,Game Winner,Desire Street,255,Congrats,"de Meric Sales, Agent III",,de Meric Sales,KY,12,Gary Ellebracht,13000,,,10.4," 1/8",04/14/2024,3,137,
1143,I,2022,,B,F,01/19/2022,McKinzie,D'fashion,256,D'wildcat,"Eddie Woods, Agent XLIII",,Eddie Woods,KY,11,Bill Childs,600000,,,20.1," 1/4",04/14/2024,2,56,
1144,O,2022,,CH,F,05/08/2022,Practical Joke,Diametric,257,Munnings,"Scanlon Training & Sales, Agent XXI",,Scanlon Training & Sales,ON,10,OUT,,,04/06/2024,,,,,,
1145,O,2022,,B,C,04/12/2022,Game Winner,Diamond Girl,258,Giant's Causeway,"Cardozo's Brothers, Agent",,Cardozo's Brothers,KY,E,OUT,,,04/14/2024,,,,,,
1146,I,2022,Brilliant,B,C,03/23/2022,Laoban,Diamond Ring,259,Malibu Moon,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",,Wavertree Stables,KY,5,George Papaprodromou,140000,,,10.1," 1/8",04/14/2024,1,46,
1147,O,2022,Kintap,B,F,02/20/2022,McKinzie,Diamond Tap,260,Tapit,"Robert Vickers, Agent II",,Robert Vickers,KY,A,OUT,,,04/19/2024,,,,,,
1148,I,2022,,B,F,01/28/2022,Honor A. P.,Diastole,261,Lonhro (AUS),"Golden Rock Thoroughbreds, Agent XX",,Golden Rock Thoroughbreds,KY,14,RNA,-145000,,,10.1," 1/8",04/14/2024,1,29,
1149,O,2022,,B,F,04/21/2022,Munnings,Dig Deeper,262,Candy Ride (ARG),"Hoppel LLC, Agent XVI",,Hoppel LLC,KY,7,OUT,,,04/19/2024,,,,,,
1150,O,2022,,B,F,05/13/2022,Higher Power,Dirty Shame,263,Aeneas,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,IN,J,OUT,,,04/18/2024,,,,,,
1151,O,2022,,CH,C,02/26/2022,Kantharos,Disguising,264,Tapit,"Grade One Investments LLC, Agent VIII",,Grade One Investments LLC,KY,14,OUT,,,04/18/2024,,,,,,
1152,I,2022,,B,C,05/02/2022,Sir Prancealot (IRE),Disko Dasko (FR),265,Country Reel,"Paul Sharp, Agent IV",,Paul Sharp,CA,C,"Grey Price, Agent for Panic Stable LLC",75000,,,10.2," 1/8",04/14/2024,3,108,
1153,O,2022,,B,C,04/12/2022,Game Winner,Distorted Lies,266,Smart Strike,"Eddie Woods, Agent X",,Eddie Woods,KY,11,OUT,,,04/16/2024,,,,,,
1154,O,2022,,DB/BR,C,05/25/2022,Bolt d'Oro,Distorted Point,267,Distorted Humor,"Kings Equine, Agent XI",,Kings Equine,KY,1,OUT,,,04/19/2024,,,,,,
1155,O,2022,,CH,C,04/22/2022,Gunnevera,Distorted Type,268,Distorted Humor,"Julie Davies LLC, Agent I",,Julie Davies LLC,FL,7,OUT,,,02/22/2024,,,,,,
1156,O,2022,,CH,F,04/02/2022,Gun Runner,Divergent Thinking,269,Mizzen Mast,"Eddie Woods, Agent XXXV",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
1157,I,2022,,B,F,02/25/2022,Caracaro,Divided by Three,270,Shackleford,"Global Thoroughbreds LLC, Agent IV",,Global Thoroughbreds LLC,KY,15,"Tonja Terranova, Agent for Curragh Stables",50000,,,21.2," 1/4",04/14/2024,2,67,
1158,O,2022,,CH,F,01/31/2022,More Than Ready,Dixie Serenade,271,Uptowncharlybrown,"Grassroots Training & Sales LLC, Agent I",,Grassroots Training & Sales LLC,PA,J,OUT,,,04/18/2024,,,,,,
1159,O,2022,,B,F,04/07/2022,Mitole,Dixie Sovereignty,272,Dixieland Band,"Top Line Sales LLC, Agent XVI",,Top Line Sales LLC,FL,1,OUT,,,04/14/2024,,,,,,
1160,O,2022,,DB/BR,C,02/28/2022,Complexity,Dixie Unioness,273,Dixie Union,"Longoria Training & Sales, Agent",,Longoria Training & Sales,KY,13,OUT,,,04/19/2024,,,,,,
1161,O,2022,,B,C,03/10/2022,Authentic,Dogwood Trail,274,Awesome of Course,"S B M Training and Sales, Agent VIII",,S B M Training and Sales,LA,2,OUT,,,04/13/2024,,,,,,
1162,O,2022,,DB/BR,C,03/23/2022,Mitole,Donnie's Secret,275,Tiger Ridge,"Blue River Bloodstock, Inc., Agent I",,Blue River Bloodstock  Inc.,FL,19,OUT,,,04/18/2024,,,,,,
1163,I,2022,,DB/BR,C,04/19/2022,Authentic,Dontmesswithjoanne,276,Pioneerof the Nile,"Paul Sharp, Agent II",,Paul Sharp,KY,C,RNA,-95000,,,10.1," 1/8",04/14/2024,1,38,
1164,O,2022,,CH,F,02/18/2022,Vino Rosso,Don't Rush,277,Malibu Moon,"Lucan Bloodstock (Karl Keegan), Agent II",,Lucan Bloodstock (Karl Keegan),NY,18,OUT,,,04/13/2024,,,,,,
1165,O,2022,,CH,F,01/16/2022,American Pharoah,Double Jackpot,278,Broken Vow,"Eddie Woods, Agent XXXIII",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
1166,I,2022,,CH,F,03/29/2022,Liam's Map,Dovima,279,Union Rags,"de Meric Sales, Agent IV",,de Meric Sales,KY,12,Atlantic Bloodstock,22000,Y,,10.1," 1/8",04/14/2024,2,99,
1167,I,2022,,DB/BR,F,04/14/2022,Army Mule,Downtown Drifter,280,Devil His Due,"Robert Vickers, Agent I",,Robert Vickers,FL,A,Jeremiah O'Dwyer,40000,,,10.1," 1/8",04/14/2024,1,41,
1168,I,2022,,B,F,05/17/2022,Honor A. P.,D'princess,281,D'wildcat,"Marcial Galan, Agent",,Marcial Galan,KY,20,"Nick J Hines, Agent",67000,,,10.0," 1/8",04/14/2024,2,70,
1169,I,2022,,DB/BR,F,03/15/2022,Awesome Slew,Dramamina,282,Big Drama,"Azpurua Stables, Agent",,Azpurua Stables,FL,11,"Laureles Racing, Inc.",35000,,,10.1," 1/8",04/14/2024,3,106,
1170,O,2022,,B,C,05/01/2022,Cairo Prince,Dream of Bertie,283,Ready's Image,"Paul Sharp, Agent X",,Paul Sharp,KY,C,OUT,,,04/19/2024,,,,,,
1171,I,2022,Willingness,B,C,05/26/2022,Higher Power,Dream Ride,284,Honor Glide,Grassroots Training & Sales LLC,,Grassroots Training & Sales LLC,KY,J,"Handal Racing LLC, Oracle Bloodstock, Agent",60000,,,10.2," 1/8",04/14/2024,2,89,
1172,O,2022,,GR/RO,C,04/04/2022,Tapit,Dream Rush,285,Wild Rush,"Eddie Woods, Agent for Stonestreet Bred & Raised",,Eddie Woods,KY,11,OUT,,,04/01/2024,,,,,,
1173,I,2022,,B,C,02/04/2022,Always Dreaming,Dressed Up Gypsy,286,Liam's Map,"Paul Sharp, Agent II",,Paul Sharp,KY,C,Thomas Dambra,60000,,,10.2," 1/8",04/14/2024,2,93,
1174,O,2022,,DB/BR,C,03/09/2022,Cupid,Dress Up,287,Not For Love,"Thorostock LLC, Agent",,Thorostock LLC,PA,H,OUT,,,04/19/2024,,,,,,
1175,O,2022,,B,C,01/28/2022,Dialed In,Durango,288,First Samurai,"Hartley / DeRenzo Thoroughbreds LLC, Agent I",,Hartley / DeRenzo Thoroughbreds LLC,KY,5,OUT,,,04/14/2024,,,,,,
1176,I,2022,,B,C,04/25/2022,Liam's Map,Ebony Moment,289,Smart Strike,"Cary Frommer LLC, Agent IV",,Cary Frommer LLC,FL,9,Seri Reddy,190000,,,9.4," 1/8",04/14/2024,2,90,
1177,O,2022,,B,C,05/13/2022,Khozan,E Built This City,290,City Zip,"Tom McCrocklin, Agent XV",,Tom McCrocklin,FL,18,OUT,,,04/08/2024,,,,,,
1178,I,2022,,B,C,05/06/2022,Global Campaign,Eclipticalspharaoh,291,Eclipticalspraline,"Rebel Horse Ventures LLC, Agent",,Rebel Horse Ventures LLC,MD,13,"K.O.I.D. Co., Ltd.",55000,,,10.1," 1/8",04/14/2024,2,76,
1179,I,2022,,GR/RO,C,05/11/2022,City of Light,Edith Court,292,Pomeroy,"Cesar Loya Training & Sales, Agent I",,Cesar Loya Training & Sales,NY,1,"Alabdullatif Bloodstock, Agent",130000,,,21.1," 1/4",04/14/2024,2,92,
1180,O,2022,,B,F,03/04/2022,Maclean's Music,Elazani,293,A.P. Indy,"Golden Rock Thoroughbreds, Agent VIII",,Golden Rock Thoroughbreds,FL,14,OUT,,,04/14/2024,,,,,,
1181,I,2022,,CH,F,03/30/2022,Global Campaign,El Bank Robber,294,Eltish,"Cary Frommer LLC, Agent II",,Cary Frommer LLC,KY,9,RNA,-35000,,,10.2," 1/8",04/14/2024,1,7,
1182,O,2022,,B,C,03/01/2022,Maclean's Music,Eleadora,295,Finality,"Golden Rock Thoroughbreds, Agent XIV",,Golden Rock Thoroughbreds,NY,14,OUT,,,04/19/2024,,,,,,
